,Day,Hour,Bus1,Bus2,Bus3,Bus4,Bus5,LOAD
1,1,1,136.3091251,113.5842425,97.36054823,191.185402,182.4107964,720.8501143
2,1,2,132.1847932,111.8073564,97.63786088,186.4324999,169.8612985,697.9238088
3,1,3,136.5065062,109.0608762,99.35982342,180.7455542,176.0074953,701.6802553
4,1,4,133.3160895,115.1572493,99.52441932,187.3644432,181.7045098,717.066711
5,1,5,136.3688852,113.6458662,98.76472409,189.8884556,184.9943168,723.6622479
6,1,6,145.3292162,124.6627422,111.235833,209.3533502,201.7304874,792.3116289
7,1,7,153.7149788,130.3631221,112.1441617,222.4664629,199.1235389,817.8122644
8,1,8,155.170191,128.5879574,114.6770546,220.0617103,208.3288675,826.8257808
9,1,9,159.8233852,138.0897326,117.0394276,222.5923903,210.6445633,848.189499
10,1,10,169.5440324,141.9759417,121.4301477,234.1716819,217.1750005,884.2968041
11,1,11,159.3469092,143.7696401,123.7034247,239.0060387,223.6560564,889.4820691
12,1,12,165.5717519,144.0952576,125.6635761,238.0759774,218.1837106,891.5902734
13,1,13,160.737369,142.1285865,122.9499454,237.5120245,219.5053047,882.8332302
14,1,14,173.2145581,144.5440551,129.0774294,241.72552,222.7134837,911.2750462
15,1,15,159.9277986,142.4714441,124.7642304,226.6691903,216.9262423,870.7589057
16,1,16,161.805067,137.220681,116.4458042,232.0472439,215.8942031,863.4129991
17,1,17,182.8496327,153.3606849,130.3983084,261.2642162,245.4236075,973.2964497
18,1,18,203.5855092,167.0261963,139.5611129,279.0535252,274.2840577,1063.510401
19,1,19,201.667624,168.0507707,147.1897484,280.7977151,254.4016388,1052.107497
20,1,20,186.4750627,161.0358457,137.8948215,262.1852629,253.8704231,1001.461416
21,1,21,177.3024396,141.5795418,128.8041592,241.0553244,238.3934606,927.1349257
22,1,22,153.4428449,131.9851814,114.9386383,216.6577058,205.7525593,822.7769297
23,1,23,138.754299,116.505439,100.8378918,198.1379034,188.5814794,742.8170126
24,1,24,135.3085082,115.8660937,102.3663948,192.740267,185.1899984,731.471262
25,2,1,136.3091251,113.5842425,97.36054823,191.185402,182.4107964,720.8501143
26,2,2,132.1847932,111.8073564,97.63786088,186.4324999,169.8612985,697.9238088
27,2,3,136.5065062,109.0608762,99.35982342,180.7455542,176.0074953,701.6802553
28,2,4,133.3160895,115.1572493,99.52441932,187.3644432,181.7045098,717.066711
29,2,5,136.3688852,113.6458662,98.76472409,189.8884556,184.9943168,723.6622479
30,2,6,145.3292162,124.6627422,111.235833,209.3533502,201.7304874,792.3116289
31,2,7,153.7149788,130.3631221,112.1441617,222.4664629,199.1235389,817.8122644
32,2,8,155.170191,128.5879574,114.6770546,220.0617103,208.3288675,826.8257808
33,2,9,159.8233852,138.0897326,117.0394276,222.5923903,210.6445633,848.189499
34,2,10,169.5440324,141.9759417,121.4301477,234.1716819,217.1750005,884.2968041
35,2,11,159.3469092,143.7696401,123.7034247,239.0060387,223.6560564,889.4820691
36,2,12,165.5717519,144.0952576,125.6635761,238.0759774,218.1837106,891.5902734
37,2,13,160.737369,142.1285865,122.9499454,237.5120245,219.5053047,882.8332302
38,2,14,173.2145581,144.5440551,129.0774294,241.72552,222.7134837,911.2750462
39,2,15,159.9277986,142.4714441,124.7642304,226.6691903,216.9262423,870.7589057
40,2,16,161.805067,137.220681,116.4458042,232.0472439,215.8942031,863.4129991
41,2,17,182.8496327,153.3606849,130.3983084,261.2642162,245.4236075,973.2964497
42,2,18,203.5855092,167.0261963,139.5611129,279.0535252,274.2840577,1063.510401
43,2,19,201.667624,168.0507707,147.1897484,280.7977151,254.4016388,1052.107497
44,2,20,186.4750627,161.0358457,137.8948215,262.1852629,253.8704231,1001.461416
45,2,21,177.3024396,141.5795418,128.8041592,241.0553244,238.3934606,927.1349257
46,2,22,153.4428449,131.9851814,114.9386383,216.6577058,205.7525593,822.7769297
47,2,23,138.754299,116.505439,100.8378918,198.1379034,188.5814794,742.8170126
48,2,24,135.3085082,115.8660937,102.3663948,192.740267,185.1899984,731.471262
